root,multiAccept,sendfile,compression,noCompression,serverCache,keepalive,basicAuth,tls,ecdsaCertificate,aesTls,tlsMoreBits,tcpNoDelay,tcpNoPush,processCount,compressionLevel,performance
1,1,0,0,1,1,0,1,0,0,0,0,1,1,4,1,4.5332
1,1,0,0,1,1,0,1,0,0,0,0,1,1,8,1,4.5126
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,17.9082
1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1,9.2152
1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,1,4.713
1,1,1,0,1,0,0,1,0,0,0,0,0,0,8,1,4.6564
1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,18.8622
1,1,1,0,1,0,0,1,0,0,0,0,0,1,2,1,9.053
1,1,1,0,1,0,0,1,0,0,0,0,0,1,4,1,4.6136
1,1,1,0,1,0,0,1,0,0,0,0,0,1,8,1,4.5748
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,19.0208
1,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1,9.0126
1,1,1,0,1,0,0,1,0,0,0,0,1,0,4,1,4.6684
1,1,1,0,1,0,0,1,0,0,0,0,1,0,8,1,4.653
1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,18.3536
1,1,1,0,1,0,0,1,0,0,0,0,1,1,2,1,9.3032
1,1,1,0,1,0,0,1,0,0,0,0,1,1,4,1,4.6956
1,1,1,0,1,0,0,1,0,0,0,0,1,1,8,1,4.6552
1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,18.0214
1,1,1,0,1,1,0,1,0,0,0,0,0,0,2,1,8.892
1,1,1,0,1,1,0,1,0,0,0,0,0,0,4,1,4.6024
1,1,1,0,1,1,0,1,0,0,0,0,0,0,8,1,4.5624
1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,17.4532
1,1,1,0,1,1,0,1,0,0,0,0,0,1,2,1,8.8716
1,1,1,0,1,1,0,1,0,0,0,0,0,1,4,1,4.6016
1,1,1,0,1,1,0,1,0,0,0,0,0,1,8,1,4.5438
1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,17.8194
1,1,1,0,1,1,0,1,0,0,0,0,1,0,2,1,9.0538
1,1,1,0,1,1,0,1,0,0,0,0,1,0,4,1,4.674
1,1,1,0,1,1,0,1,0,0,0,0,1,0,8,1,4.6642
1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,17.069
1,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,9.0392
1,1,1,0,1,1,0,1,0,0,0,0,1,1,4,1,4.5558
1,1,1,0,1,1,0,1,0,0,0,0,1,1,8,1,4.4944
1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,21.2136
1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,9.6042
1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1,4.9714
1,1,0,1,0,0,0,1,0,0,0,0,0,0,8,1,5.0236
1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5,20.1314
1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,5,9.66
1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,5,5.1138
1,1,0,1,0,0,0,1,0,0,0,0,0,0,8,5,5.1162
1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,20.9354
1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,9,10.0262
1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,9,5.2316
1,1,0,1,0,0,0,1,0,0,0,0,0,0,8,9,5.2204
1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,21.0602
1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,9.4398
1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,4.9878
1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,1,5.0596
1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,5,20.8298
1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,5,9.9652
1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,5,5.1834
1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,5,5.1762
1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,9,20.355
1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,9,9.8892
1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,9,5.2132
1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,9,5.1316
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,20.237
1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,10.0636
1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,5.0062
1,1,0,1,0,0,0,1,0,0,0,0,1,0,8,1,5.0714
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,5,20.4856
1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,5,9.9064
1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,5,5.1856
1,1,0,1,0,0,0,1,0,0,0,0,1,0,8,5,5.1576
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,9,21.5768
1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,9,9.9118
1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,9,5.2276
1,1,0,1,0,0,0,1,0,0,0,0,1,0,8,9,5.2314
1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,20.1054
1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1,9.702
1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,1,4.9906
1,1,0,1,0,0,0,1,0,0,0,0,1,1,8,1,5.0124
1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,5,20.8564
1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,5,9.6388
1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,5,5.134
1,1,0,1,0,0,0,1,0,0,0,0,1,1,8,5,5.1106
1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,9,19.1842
1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,9,9.8986
1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,9,5.1474
1,1,0,1,0,0,0,1,0,0,0,0,1,1,8,9,5.161
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,18.5052
1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,1,9.605
1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,1,4.9976
1,1,0,1,0,1,0,1,0,0,0,0,0,0,8,1,4.9708
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5,21.2156
1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,5,10.1322
1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,5,5.0712
1,1,0,1,0,1,0,1,0,0,0,0,0,0,8,5,5.0546
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,9,20.4692
1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,9,10.0224
1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,9,5.0944
1,1,0,1,0,1,0,1,0,0,0,0,0,0,8,9,5.0754
1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,21.098
1,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,9.6604
1,1,0,1,0,1,0,1,0,0,0,0,0,1,4,1,4.9064
1,1,0,1,0,1,0,1,0,0,0,0,0,1,8,1,4.935
1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,5,19.8204
1,1,0,1,0,1,0,1,0,0,0,0,0,1,2,5,10.1716
1,1,0,1,0,1,0,1,0,0,0,0,0,1,4,5,5.0656
1,1,0,1,0,1,0,1,0,0,0,0,0,1,8,5,5.1468
1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,9,20.083
1,1,0,1,0,1,0,1,0,0,0,0,0,1,2,9,9.7946
1,1,0,1,0,1,0,1,0,0,0,0,0,1,4,9,5.0492
1,1,0,1,0,1,0,1,0,0,0,0,0,1,8,9,5.1486
1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,19.1896
1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,1,9.6486
1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,1,4.9644
1,1,0,1,0,1,0,1,0,0,0,0,1,0,8,1,4.941
1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,5,20.0804
1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,5,10.073
1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,5,5.1226
1,1,0,1,0,1,0,1,0,0,0,0,1,0,8,5,5.1048
1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,9,21.5154
1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,9,9.9672
1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,9,5.123
1,1,0,1,0,1,0,1,0,0,0,0,1,0,8,9,5.1686
1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,19.9016
1,1,0,1,0,1,0,1,0,0,0,0,1,1,2,1,9.5282
1,1,0,1,0,1,0,1,0,0,0,0,1,1,4,1,4.9584
1,1,0,1,0,1,0,1,0,0,0,0,1,1,8,1,4.9318
1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,5,21.651
1,1,0,1,0,1,0,1,0,0,0,0,1,1,2,5,9.7696
1,1,0,1,0,1,0,1,0,0,0,0,1,1,4,5,5.0336
1,1,0,1,0,1,0,1,0,0,0,0,1,1,8,5,5.0864
1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,9,21.2006
1,1,0,1,0,1,0,1,0,0,0,0,1,1,2,9,10.0088
1,1,0,1,0,1,0,1,0,0,0,0,1,1,4,9,5.104
1,1,0,1,0,1,0,1,0,0,0,0,1,1,8,9,5.1186
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,19.8296
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,9.6092
1,1,1,1,0,0,0,1,0,0,0,0,0,0,4,1,5.0264
1,1,1,1,0,0,0,1,0,0,0,0,0,0,8,1,5.0514
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5,21.0868
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,5,9.925
1,1,1,1,0,0,0,1,0,0,0,0,0,0,4,5,5.1964
1,1,1,1,0,0,0,1,0,0,0,0,0,0,8,5,5.1228
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,9,20.5458
1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,9,9.9
1,1,1,1,0,0,0,1,0,0,0,0,0,0,4,9,5.1954
1,1,1,1,0,0,0,1,0,0,0,0,0,0,8,9,5.1324
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,20.9754
1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,9.7094
1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,1,4.9908
1,1,1,1,0,0,0,1,0,0,0,0,0,1,8,1,5.0576
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,5,21.2756
1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,5,10.1248
1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,5,5.1378
1,1,1,1,0,0,0,1,0,0,0,0,0,1,8,5,5.1612
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,9,21.8788
1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,9,9.8584
1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,9,5.1528
1,1,1,1,0,0,0,1,0,0,0,0,0,1,8,9,5.1632
1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,20.3622
1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,1,9.7664
1,1,1,1,0,0,0,1,0,0,0,0,1,0,4,1,4.9754
1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,1,5.0176
1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,5,21.2348
1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,5,9.9006
1,1,1,1,0,0,0,1,0,0,0,0,1,0,4,5,5.1666
1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,5,5.236
1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,9,21.7408
1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,9,9.7618
1,1,1,1,0,0,0,1,0,0,0,0,1,0,4,9,5.1508
1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,9,5.1794
1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,19.4818
1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,1,9.7732
1,1,1,1,0,0,0,1,0,0,0,0,1,1,4,1,5.019
1,1,1,1,0,0,0,1,0,0,0,0,1,1,8,1,5.016
1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,5,20.4806
1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,5,9.9842
1,1,1,1,0,0,0,1,0,0,0,0,1,1,4,5,5.235
1,1,1,1,0,0,0,1,0,0,0,0,1,1,8,5,5.1964
1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,9,21.5846
1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,9,10.1036
1,1,1,1,0,0,0,1,0,0,0,0,1,1,4,9,5.1404
1,1,1,1,0,0,0,1,0,0,0,0,1,1,8,9,5.1578
1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,20.4412
1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,1,9.4366
1,1,1,1,0,1,0,1,0,0,0,0,0,0,4,1,4.9144
1,1,1,1,0,1,0,1,0,0,0,0,0,0,8,1,4.912
1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,5,21.327
1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,5,9.935
1,1,1,1,0,1,0,1,0,0,0,0,0,0,4,5,5.0988
1,1,1,1,0,1,0,1,0,0,0,0,0,0,8,5,5.1256
1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,9,20.5838
1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,9,9.9838
1,1,1,1,0,1,0,1,0,0,0,0,0,0,4,9,5.1068
1,1,1,1,0,1,0,1,0,0,0,0,0,0,8,9,5.1402
1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,19.5128
1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,1,9.5588
1,1,1,1,0,1,0,1,0,0,0,0,0,1,4,1,4.992
1,1,1,1,0,1,0,1,0,0,0,0,0,1,8,1,4.9224
1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,5,20.3768
1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,5,10.1092
1,1,1,1,0,1,0,1,0,0,0,0,0,1,4,5,5.0942
1,1,1,1,0,1,0,1,0,0,0,0,0,1,8,5,5.0852
1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,9,21.4962
1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,9,10.014
1,1,1,1,0,1,0,1,0,0,0,0,0,1,4,9,5.104
1,1,1,1,0,1,0,1,0,0,0,0,0,1,8,9,5.0972
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,18.4252
1,1,1,1,0,1,0,1,0,0,0,0,1,0,2,1,9.4418
1,1,1,1,0,1,0,1,0,0,0,0,1,0,4,1,4.902
1,1,1,1,0,1,0,1,0,0,0,0,1,0,8,1,4.921
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,5,21.1496
1,1,1,1,0,1,0,1,0,0,0,0,1,0,2,5,9.8476
1,1,1,1,0,1,0,1,0,0,0,0,1,0,4,5,5.109
1,1,1,1,0,1,0,1,0,0,0,0,1,0,8,5,5.097
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,9,21.0446
1,1,1,1,0,1,0,1,0,0,0,0,1,0,2,9,10.0602
1,1,1,1,0,1,0,1,0,0,0,0,1,0,4,9,5.1002
1,1,1,1,0,1,0,1,0,0,0,0,1,0,8,9,5.1794
1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,20.5698
1,1,1,1,0,1,0,1,0,0,0,0,1,1,2,1,9.6816
1,1,1,1,0,1,0,1,0,0,0,0,1,1,4,1,4.9044
1,1,1,1,0,1,0,1,0,0,0,0,1,1,8,1,4.9642
1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,5,21.2782
1,1,1,1,0,1,0,1,0,0,0,0,1,1,2,5,9.8208
1,1,1,1,0,1,0,1,0,0,0,0,1,1,4,5,5.1694
1,1,1,1,0,1,0,1,0,0,0,0,1,1,8,5,5.154
1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,9,19.9236
1,1,1,1,0,1,0,1,0,0,0,0,1,1,2,9,9.7928
1,1,1,1,0,1,0,1,0,0,0,0,1,1,4,9,5.0826
1,1,1,1,0,1,0,1,0,0,0,0,1,1,8,9,5.1002
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2.0606
1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2.2804
1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,2.2802
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,2.3026
1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2.0578
1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,2.2908
1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,2.243
1,0,0,0,1,0,1,0,0,0,0,0,0,1,8,1,2.2268
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2.0618
1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,2.2958
1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,1,2.2758
1,0,0,0,1,0,1,0,0,0,0,0,1,0,8,1,2.2532
1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2.0932
1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,2.2362
1,0,0,0,1,0,1,0,0,0,0,0,1,1,4,1,2.2184
1,0,0,0,1,0,1,0,0,0,0,0,1,1,8,1,2.2748
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2.0898
1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2.1846
1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,2.1494
1,0,0,0,1,1,1,0,0,0,0,0,0,0,8,1,2.1982
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2.0582
1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2.106
1,0,0,0,1,1,1,0,0,0,0,0,0,1,4,1,2.1656
1,0,0,0,1,1,1,0,0,0,0,0,0,1,8,1,2.145
1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,2.0604
1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,2.1542
1,0,0,0,1,1,1,0,0,0,0,0,1,0,4,1,2.13
1,0,0,0,1,1,1,0,0,0,0,0,1,0,8,1,2.1278
1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,2.059
1,0,0,0,1,1,1,0,0,0,0,0,1,1,2,1,2.0974
1,0,0,0,1,1,1,0,0,0,0,0,1,1,4,1,2.2072
1,0,0,0,1,1,1,0,0,0,0,0,1,1,8,1,2.1366
1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2.3582
1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2.3564
1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,2.3588
1,0,1,0,1,0,1,0,0,0,0,0,0,0,8,1,2.3592
1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,2.2928
1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,2.2892
1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,1,2.2916
1,0,1,0,1,0,1,0,0,0,0,0,0,1,8,1,2.291
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2.3664
1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,2.3662
1,0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,2.3618
1,0,1,0,1,0,1,0,0,0,0,0,1,0,8,1,2.3644
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,2.291
1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,1,2.2908
1,0,1,0,1,0,1,0,0,0,0,0,1,1,4,1,2.2904
1,0,1,0,1,0,1,0,0,0,0,0,1,1,8,1,2.2936
1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,2.3546
1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,2.357
1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,1,2.3494
1,0,1,0,1,1,1,0,0,0,0,0,0,0,8,1,2.3622
1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2.2926
1,0,1,0,1,1,1,0,0,0,0,0,0,1,2,1,2.3334
1,0,1,0,1,1,1,0,0,0,0,0,0,1,4,1,2.2884
